IdVendedor,NombreVendedor,MesVenta,AñoVenta,Ventas
1,José Mendoza,2,2021,28696.22
273,María Ramírez,4,2022,39852.58
185,Antonio Ramírez,4,2021,12036.12
189,Jorge Gómez,5,2021,16999.29
33,Elena Martínez,9,2021,18779.44
160,Raúl Ortiz,2,2021,47933.9
134,Sofía González,2,2023,34277.5
299,Raúl Rodríguez,5,2023,16775.85
159,Antonio Rivera,11,2021,45884.04
210,Jorge Ortiz,4,2022,15543.88
158,Ana Mendoza,4,2023,18777.76
177,Ana Martínez,7,2021,22194.91
147,Francisco Morales,6,2022,39663.02
80,Rosa López,4,2021,39413.72
276,Jorge Gutierrez,8,2022,40014.9
257,Antonio Pérez,7,2023,24812.65
379,Juan Silva,7,2023,12196.29
294,Marta Sánchez,8,2022,29295.28
131,María Ortiz,1,2021,41579.11
210,Jorge Ortiz,11,2021,32976.33
25,Carmen Morales,3,2022,43078.42
308,Juan Ortiz,5,2023,12512.44
314,Sofía García,5,2021,16186.36
341,Sofía Ortiz,4,2022,19437.35
225,Carlos Mendoza,12,2021,42658.03
226,Ana Rodríguez,12,2022,22401.57
324,Francisco Pérez,4,2021,35262.27
252,Francisco Gutierrez,3,2023,19636.35
357,Miguel Silva,9,2022,44172.24
263,Elena Gutierrez,3,2022,5904.36
308,Juan Ortiz,5,2022,26275.53
16,Pedro López,10,2021,13841.68
54,Juan Martínez,3,2021,25171.25
390,Jorge Rivera,5,2021,14260.41
42,Juan García,1,2022,13492.77
12,Pedro Morales,12,2023,11249.46
136,Carmen Silva,8,2023,26993.91
208,Luis García,2,2023,23668.81
314,Sofía García,8,2023,21377.44
102,Laura Flores,11,2023,30443.05
270,Juan Rivera,7,2021,26346.88
259,Miguel Rodríguez,5,2021,28807.79
375,Elena Díaz,5,2023,47345.7
178,Carmen Rodríguez,12,2022,26036.79
40,Manuel Torres,4,2022,39097.47
179,Jorge Martínez,11,2021,32181.89
255,Luis Flores,11,2021,44322.5
97,Raúl Díaz,12,2023,9852.71
107,Elena Gómez,3,2021,45539.3
241,Miguel Rivera,11,2021,22754.82
199,Manuel Mendoza,6,2022,35868.79
150,María Gutierrez,6,2023,25306.03
230,Francisco Díaz,8,2023,45169.37
125,Manuel Castro,7,2023,41679.56
69,Raúl Ramírez,1,2022,31872.17
152,Laura González,1,2022,42804.45
326,Antonio López,4,2022,38291.28
70,Sofía Pérez,2,2022,21265.43
54,Juan Martínez,4,2022,27001.69
227,Raúl Sánchez,10,2022,30559.07
84,Luis Gutierrez,3,2021,41530.7
226,Ana Rodríguez,3,2021,20102.63
8,Luis Silva,9,2022,25307.45
252,Francisco Gutierrez,3,2021,10260.08
273,María Ramírez,9,2022,38015.97
377,Ana Gutierrez,12,2021,17486.87
57,Luis González,12,2022,21696.48
180,Pedro Cruz,12,2023,13996.01
13,Marta González,2,2022,29276.69
382,Rosa Rodríguez,8,2023,39583.09
16,Pedro López,2,2021,22205.91
123,Miguel Cruz,8,2021,41950.06
11,Francisco Silva,9,2023,38678.53
308,Juan Ortiz,4,2022,10331.28
349,José Pérez,5,2022,44637.37
278,Pedro Ortiz,8,2023,27183.3
251,Lucía Cruz,3,2021,37304.23
299,Raúl Rodríguez,8,2023,6118.19
89,Pedro Flores,12,2022,11928.67
104,Marta García,5,2023,35221.13
130,Ana Ortiz,4,2023,23497.61
237,Jorge Flores,2,2023,10751.85
331,Jorge Torres,6,2022,42992.87
231,Miguel Morales,10,2023,18439.57
147,Francisco Morales,9,2021,29556.12
365,Marta Rivera,3,2022,8184.34
2,Jorge Sánchez,4,2023,25885.7
326,Antonio López,8,2023,23649.56
116,Antonio Díaz,12,2023,22319.5
345,Elena Pérez,7,2023,29726.42
336,Carmen Sánchez,11,2023,34258.45
290,Rosa Díaz,6,2021,18005.33
152,Laura González,12,2023,17055.23
63,Sofía Díaz,9,2022,18449.28
241,Miguel Rivera,11,2021,35840.78
290,Rosa Díaz,9,2023,25964.74
338,Luis Cruz,1,2022,7568.86
115,Sofía Gutierrez,10,2023,27392.7
17,Sofía Torres,5,2021,6298.51
350,José Ramírez,8,2021,37825.96
129,Miguel Sánchez,9,2022,15054.72
3,Manuel Gómez,9,2023,39979.55
118,Antonio García,8,2023,14543.94
315,Francisco Sánchez,2,2022,16734.73
299,Raúl Rodríguez,5,2021,27718.7
353,Miguel Martínez,10,2023,22647.37
19,Marta Flores,9,2021,5733.15
260,Pedro Castro,6,2021,32743.71
318,Pedro Martínez,7,2022,6996.24
30,Sofía Rodríguez,11,2022,49740.23
302,Laura Rivera,10,2022,18294.21
188,Laura Rodríguez,5,2021,38063.74
52,Manuel Pérez,2,2021,45650.61
234,Antonio Torres,9,2021,7225.06
33,Elena Martínez,1,2022,34017.69
381,Antonio Cruz,2,2022,8648.48
140,Antonio Martínez,6,2023,13166.25
264,Elena Rivera,1,2021,18244.56
15,José Rodríguez,3,2023,30317.96
26,Jorge López,5,2023,13200.92
321,Antonio Sánchez,2,2021,12582.94
357,Miguel Silva,12,2022,13013.59
294,Marta Sánchez,2,2022,9711.77
243,Elena Torres,6,2022,11085.46
286,Lucía Torres,10,2022,20333.7
247,Carlos García,10,2022,31385.27
289,Sofía Rivera,6,2023,21331.9
179,Jorge Martínez,5,2022,37987.13
217,Laura Gómez,4,2021,38072.51
125,Manuel Castro,1,2022,41192.63
112,Miguel Gutierrez,8,2023,42897.0
334,Laura López,9,2023,33307.25
182,Lucía Morales,5,2022,47678.6
222,Laura Cruz,6,2023,43497.97
243,Elena Torres,10,2021,47551.56
143,Carlos Ramírez,4,2023,12839.89
374,Miguel Mendoza,5,2023,35335.05
55,Ana Torres,12,2023,30552.52
380,Carlos Ortiz,12,2023,24860.11
37,Ana Morales,11,2023,13909.73
393,Francisco Gómez,8,2023,30114.35
385,Pedro Ramírez,2,2022,44651.24
69,Raúl Ramírez,9,2021,29326.65
13,Marta González,9,2022,45384.89
160,Raúl Ortiz,2,2021,17520.91
209,Pedro Silva,10,2021,45847.94
317,Luis Torres,4,2023,7379.82
346,Juan González,3,2022,20314.1
95,Francisco Castro,11,2023,39533.12
196,Rosa Mendoza,9,2022,16496.47
324,Francisco Pérez,4,2021,48203.99
217,Laura Gómez,7,2022,41314.83
307,Elena Morales,3,2021,47117.66
360,Carlos Silva,5,2022,11203.81
98,Carlos Díaz,5,2023,15277.33
185,Antonio Ramírez,2,2021,21685.03
10,Carmen Gutierrez,2,2022,47019.99
115,Sofía Gutierrez,5,2023,35870.97
199,Manuel Mendoza,7,2022,47045.93
282,Rosa Morales,6,2022,35795.04
19,Marta Flores,6,2022,17571.2
50,José Gómez,11,2023,17936.7
286,Lucía Torres,11,2021,43464.2
149,Manuel González,8,2023,31986.21
201,Antonio Gutierrez,3,2023,34139.35
242,Raúl López,2,2023,22072.44
346,Juan González,5,2021,19021.61
151,Carmen Ortiz,6,2023,38124.74
143,Carlos Ramírez,12,2021,18250.37
150,María Gutierrez,12,2021,16740.98
41,Manuel Rivera,11,2022,34287.62
85,José Rivera,6,2022,43586.98
10,Carmen Gutierrez,10,2022,39765.66
149,Manuel González,12,2022,32527.79
260,Pedro Castro,5,2023,35647.12
384,Laura Silva,11,2021,33320.87
395,Raúl Morales,8,2021,26689.26
213,María García,6,2023,15068.56
327,Raúl Mendoza,9,2022,47071.13
204,Carlos Castro,3,2023,7414.76
230,Francisco Díaz,8,2022,38181.31
267,Miguel Gómez,8,2022,30728.54
66,Marta Díaz,5,2023,33677.97
183,Luis Pérez,11,2023,31420.01
89,Pedro Flores,12,2023,21045.77
59,José Sánchez,12,2022,41128.11
376,Ana Cruz,6,2021,31917.58
298,Francisco Martínez,12,2021,19206.82
372,Sofía Gómez,1,2023,32135.14
390,Jorge Rivera,9,2023,40152.53
133,Raúl Torres,2,2021,21934.1
159,Antonio Rivera,2,2023,35778.22
130,Ana Ortiz,6,2022,46817.63
45,Luis Ortiz,8,2021,46804.64
274,Carmen Ramírez,1,2021,5741.96
236,Carlos Morales,5,2022,21333.38
229,Ana Castro,8,2022,35492.65
270,Juan Rivera,7,2022,20683.02
215,Marta Morales,1,2022,28771.09
307,Elena Morales,8,2022,7149.08
100,Raúl Flores,11,2021,27115.86
256,Luis Gómez,12,2023,35692.29
77,Raúl Castro,12,2022,35751.94
82,Pedro Gutierrez,8,2023,7253.93
215,Marta Morales,7,2023,18453.59
79,José Castro,2,2021,36235.31
33,Elena Martínez,9,2023,12201.52
312,Marta Gutierrez,10,2021,16526.79
205,Antonio Flores,4,2023,16876.55
251,Lucía Cruz,10,2021,26327.88
282,Rosa Morales,1,2022,15743.26
316,Ana Silva,6,2023,27233.27
334,Laura López,3,2022,47919.63
329,Sofía Mendoza,1,2023,33725.12
14,Lucía Díaz,9,2021,48131.52
364,Jorge Mendoza,6,2023,31861.43
143,Carlos Ramírez,7,2022,7245.86
124,Carmen Díaz,8,2021,13678.46
83,Pedro García,12,2023,44169.69
377,Ana Gutierrez,5,2022,17102.13
315,Francisco Sánchez,8,2022,35057.02
163,Manuel García,9,2022,21735.8
366,María López,12,2022,43787.9
170,Antonio González,1,2021,20186.27
53,Rosa García,6,2023,30566.24
156,Miguel Pérez,3,2023,15122.44
170,Antonio González,4,2023,48145.33
174,Antonio Ortiz,2,2021,5569.7
27,Elena Castro,6,2021,20104.81
307,Elena Morales,12,2021,20430.49
10,Carmen Gutierrez,11,2022,37893.73
128,Juan Gómez,3,2023,27964.06
82,Pedro Gutierrez,8,2022,16866.33
270,Juan Rivera,4,2023,20180.45
267,Miguel Gómez,3,2022,19752.49
131,María Ortiz,8,2022,38159.3
265,Juan Cruz,12,2022,8668.1
226,Ana Rodríguez,5,2021,32842.65
57,Luis González,8,2022,6482.67
182,Lucía Morales,2,2021,5116.29
256,Luis Gómez,9,2023,24007.63
220,Antonio Morales,5,2023,6225.78
359,Rosa Rivera,7,2021,6642.72
82,Pedro Gutierrez,5,2023,29376.92
389,Rosa Castro,4,2023,35616.26
236,Carlos Morales,6,2021,31358.27
58,Francisco García,6,2021,45848.29
370,Ana Sánchez,9,2021,48923.95
198,Carmen Castro,5,2021,33955.6
275,Laura Morales,10,2023,22396.23
387,Sofía Cruz,11,2022,12477.73
216,Elena Sánchez,4,2021,48368.08
292,María Sánchez,8,2021,26309.72
121,Carmen García,1,2022,20382.93
151,Carmen Ortiz,11,2022,40478.1
249,Manuel Cruz,1,2022,11544.2
248,Marta Ramírez,7,2023,28187.18
218,Rosa Ramírez,2,2021,44229.25
129,Miguel Sánchez,7,2023,36371.26
104,Marta García,6,2021,42314.91
159,Antonio Rivera,1,2022,7244.0
278,Pedro Ortiz,11,2023,8744.88
133,Raúl Torres,10,2022,22803.71
180,Pedro Cruz,7,2023,25606.74
367,Luis López,7,2021,13103.49
271,Laura Díaz,2,2022,10223.08
19,Marta Flores,8,2022,18724.68
97,Raúl Díaz,1,2021,9035.13
69,Raúl Ramírez,10,2022,5422.37
16,Pedro López,11,2023,37955.13
248,Marta Ramírez,9,2021,49672.39
372,Sofía Gómez,12,2022,43755.63
274,Carmen Ramírez,12,2022,7191.8
244,José Torres,9,2021,20271.23
349,José Pérez,1,2021,42093.71
345,Elena Pérez,2,2023,21485.57
67,Francisco Ortiz,2,2021,21168.48
137,Francisco López,4,2023,49522.97
258,Francisco Mendoza,11,2021,18571.99
398,María Cruz,7,2022,12355.18
355,Miguel Ortiz,9,2022,21315.51
190,Lucía Rodríguez,3,2021,7512.0
111,María Díaz,9,2023,15777.99
140,Antonio Martínez,4,2023,43195.68
280,Carmen López,10,2022,18891.76
109,Jorge Silva,12,2021,30855.26
17,Sofía Torres,2,2021,31029.59
148,Marta Ortiz,9,2021,27420.38
269,Laura Ramírez,3,2021,47691.37
22,Miguel Castro,3,2023,31991.36
385,Pedro Ramírez,5,2021,14000.59
206,Carmen Martínez,1,2023,19309.27
397,Sofía Castro,5,2022,18013.94
195,Manuel Martínez,6,2023,47628.97
180,Pedro Cruz,9,2023,38860.75
145,Laura Ortiz,3,2021,5106.24
70,Sofía Pérez,10,2022,37498.86
104,Marta García,9,2022,30248.22
307,Elena Morales,2,2023,34664.6
349,José Pérez,7,2021,48510.62
28,Rosa Ortiz,4,2021,5950.98
222,Laura Cruz,3,2023,33727.04
328,Jorge Rodríguez,5,2022,40528.76
205,Antonio Flores,5,2022,24610.23
255,Luis Flores,9,2023,33144.1
153,Elena Ramírez,6,2022,11887.96
387,Sofía Cruz,11,2023,37355.61
366,María López,10,2023,18796.33
208,Luis García,9,2023,32391.43
316,Ana Silva,12,2022,9712.02
257,Antonio Pérez,6,2023,17913.2
357,Miguel Silva,2,2022,8599.52
59,José Sánchez,2,2021,7807.7
22,Miguel Castro,12,2021,7842.19
226,Ana Rodríguez,6,2022,44365.72
169,Francisco Rivera,4,2023,7639.13
267,Miguel Gómez,7,2021,35513.53
248,Marta Ramírez,2,2023,30941.02
42,Juan García,4,2023,47319.57
185,Antonio Ramírez,10,2023,41554.14
310,Rosa Gutierrez,4,2022,43867.62
391,José Flores,8,2023,32716.21
245,Luis Morales,6,2021,36342.84
350,José Ramírez,11,2022,8754.87
192,Raúl González,9,2021,35673.44
96,Lucía Sánchez,3,2021,20674.62
128,Juan Gómez,4,2023,38621.14
135,José Díaz,6,2023,13351.42
379,Juan Silva,9,2023,36761.94
392,Lucía López,8,2023,21747.98
232,Francisco Ramírez,12,2021,14551.36
340,Carlos Rodríguez,11,2021,25386.43
41,Manuel Rivera,8,2023,40215.4
70,Sofía Pérez,3,2023,33843.41
318,Pedro Martínez,5,2022,23406.59
122,María Rivera,9,2021,9778.24
181,Juan Pérez,10,2023,12753.76
184,Manuel Sánchez,11,2022,13168.22
223,María Mendoza,9,2023,25219.12
374,Miguel Mendoza,1,2021,24756.82
339,Carlos Flores,8,2021,20569.08
189,Jorge Gómez,11,2022,15068.05
163,Manuel García,11,2023,47946.11
152,Laura González,9,2021,22148.53
361,Sofía López,12,2022,34111.77
111,María Díaz,11,2022,8317.2
250,Carlos Martínez,12,2022,27600.4
74,Carmen Torres,4,2021,8178.55
170,Antonio González,3,2021,7152.68
44,Luis Castro,6,2021,26023.59
169,Francisco Rivera,11,2022,5516.88
180,Pedro Cruz,6,2023,49410.24
385,Pedro Ramírez,11,2021,38031.2
380,Carlos Ortiz,12,2023,29747.4
317,Luis Torres,1,2022,48368.31
271,Laura Díaz,2,2021,24818.4
382,Rosa Rodríguez,8,2022,20928.72
393,Francisco Gómez,3,2022,6638.45
299,Raúl Rodríguez,3,2023,40407.73
295,Carmen Pérez,12,2021,36625.52
252,Francisco Gutierrez,5,2022,26860.79
373,Luis Martínez,7,2023,37012.71
363,Ana Ramírez,11,2022,39644.41
293,Pedro Mendoza,7,2021,47818.14
84,Luis Gutierrez,1,2023,43082.07
332,Luis Sánchez,11,2022,48966.82
157,Raúl Martínez,5,2021,49702.6
167,María Rodríguez,8,2021,14997.72
137,Francisco López,6,2021,48619.85
126,José Silva,6,2022,21634.91
41,Manuel Rivera,9,2022,33304.79
41,Manuel Rivera,8,2021,22291.4
20,Luis Rivera,3,2021,25713.65
354,Raúl Pérez,11,2023,9762.55
400,Carlos López,8,2022,27677.56
279,Luis Díaz,3,2021,33294.36
142,Juan Torres,12,2022,41142.28
344,María González,9,2023,37647.37
56,Carlos Sánchez,5,2023,26792.4
324,Francisco Pérez,4,2022,34428.04
332,Luis Sánchez,4,2022,17265.63
45,Luis Ortiz,7,2021,32178.53
190,Lucía Rodríguez,1,2022,29797.54
398,María Cruz,3,2022,26397.73
64,Jorge Cruz,2,2023,5811.93
313,Laura Pérez,7,2022,23549.46
351,Pedro Torres,4,2023,25805.54
57,Luis González,5,2022,26254.59
14,Lucía Díaz,5,2022,21991.95
94,Francisco Cruz,7,2022,38741.77
338,Luis Cruz,5,2021,6007.3
399,Sofía Morales,3,2021,38029.92
212,María Pérez,2,2021,45076.8
120,Marta Silva,12,2023,21238.32
83,Pedro García,2,2021,44772.35
79,José Castro,9,2021,15244.02
236,Carlos Morales,12,2023,19056.46
242,Raúl López,1,2023,34086.81
50,José Gómez,12,2023,7292.3
305,Ana Rivera,1,2022,33605.33
201,Antonio Gutierrez,2,2022,35045.27
98,Carlos Díaz,2,2023,42467.13
236,Carlos Morales,11,2022,28571.11
57,Luis González,3,2021,29736.64
180,Pedro Cruz,4,2022,15672.43
90,Raúl Cruz,6,2023,33526.73
271,Laura Díaz,10,2022,30765.96
190,Lucía Rodríguez,7,2022,28553.39
224,Manuel Díaz,12,2021,12890.88
65,María Gómez,10,2023,34098.0
60,María Flores,3,2023,28971.75
69,Raúl Ramírez,5,2023,18139.21
227,Raúl Sánchez,7,2023,11086.69
337,Marta Torres,3,2022,47175.59
114,Rosa Pérez,10,2021,30971.46
380,Carlos Ortiz,11,2023,36493.08
147,Francisco Morales,2,2021,37541.18
37,Ana Morales,2,2021,21467.4
294,Marta Sánchez,10,2023,21213.06
57,Luis González,7,2023,9836.06
165,Juan Rodríguez,7,2021,32200.91
18,Ana Flores,8,2021,22977.2
349,José Pérez,3,2023,5895.17
56,Carlos Sánchez,5,2021,45060.0
193,Rosa Martínez,4,2021,18771.22
353,Miguel Martínez,5,2021,17532.44
82,Pedro Gutierrez,11,2021,13895.56
120,Marta Silva,11,2021,31156.92
24,Ana González,4,2022,45260.63
388,Pedro Rodríguez,9,2023,16956.97
289,Sofía Rivera,9,2021,15316.46
190,Lucía Rodríguez,2,2022,15411.03
23,Carmen Flores,8,2022,30857.83
156,Miguel Pérez,6,2021,44234.54
139,Lucía Castro,8,2023,28054.64
326,Antonio López,9,2021,38879.65
217,Laura Gómez,5,2023,42515.07
137,Francisco López,5,2023,13918.84
293,Pedro Mendoza,7,2021,20272.25
374,Miguel Mendoza,10,2023,16050.24
387,Sofía Cruz,10,2022,48944.07
322,Lucía Flores,3,2021,39628.53
88,Antonio Silva,5,2022,5784.66
267,Miguel Gómez,12,2021,43904.69
16,Pedro López,11,2023,21312.2
130,Ana Ortiz,12,2022,26317.9
350,José Ramírez,2,2021,28592.82
2,Jorge Sánchez,3,2023,9257.03
275,Laura Morales,10,2021,20134.97
120,Marta Silva,10,2022,34929.64
281,Juan Mendoza,6,2022,24985.23
100,Raúl Flores,2,2021,7472.51
142,Juan Torres,2,2021,12304.09
263,Elena Gutierrez,11,2022,15796.24
371,Carlos Gutierrez,5,2021,43537.14
148,Marta Ortiz,1,2022,20584.99
83,Pedro García,1,2022,43221.66
143,Carlos Ramírez,5,2022,49669.51
88,Antonio Silva,7,2021,42641.86
163,Manuel García,3,2022,7281.16
52,Manuel Pérez,9,2022,23868.69
377,Ana Gutierrez,6,2022,36846.55
15,José Rodríguez,6,2021,39554.72
188,Laura Rodríguez,11,2021,48931.66
293,Pedro Mendoza,4,2021,44893.75
224,Manuel Díaz,3,2022,38345.81
269,Laura Ramírez,5,2021,19856.94
126,José Silva,6,2023,22036.89
289,Sofía Rivera,10,2023,36483.35
10,Carmen Gutierrez,7,2023,25070.16
178,Carmen Rodríguez,10,2023,47362.74
317,Luis Torres,10,2022,6942.47
75,Juan Flores,7,2022,6375.72
252,Francisco Gutierrez,3,2023,38946.82
29,Elena Flores,4,2021,29185.32
274,Carmen Ramírez,5,2023,12864.08
201,Antonio Gutierrez,8,2022,40871.24
275,Laura Morales,2,2022,27413.12
123,Miguel Cruz,1,2023,15863.83
60,María Flores,8,2023,13023.54
226,Ana Rodríguez,6,2022,6800.21
229,Ana Castro,1,2023,31970.38
29,Elena Flores,3,2023,43868.5
395,Raúl Morales,8,2022,39330.57
267,Miguel Gómez,10,2021,10829.42
304,Pedro Díaz,4,2022,43586.88
333,Carlos Cruz,6,2022,43526.23
66,Marta Díaz,6,2021,15264.72
221,Ana Díaz,6,2023,48741.39
139,Lucía Castro,3,2023,10885.7
273,María Ramírez,6,2023,6350.03
346,Juan González,8,2021,39020.61
243,Elena Torres,3,2022,22028.1
105,Lucía Silva,8,2023,29782.32
27,Elena Castro,7,2021,41890.78
54,Juan Martínez,2,2023,16403.45
241,Miguel Rivera,5,2022,26316.68
75,Juan Flores,4,2021,32176.76
326,Antonio López,6,2023,6609.01
381,Antonio Cruz,7,2021,38804.45
341,Sofía Ortiz,11,2022,34777.22
106,José Martínez,7,2022,40517.66
222,Laura Cruz,11,2022,39246.57
80,Rosa López,6,2022,22895.86
203,Lucía Ramírez,12,2022,41715.4
231,Miguel Morales,6,2023,30687.33
252,Francisco Gutierrez,6,2023,46567.78
273,María Ramírez,6,2021,35640.09
106,José Martínez,5,2021,37843.36
184,Manuel Sánchez,12,2021,24710.02
219,Luis Ramírez,9,2021,20232.31
178,Carmen Rodríguez,10,2022,20726.19
32,Juan Ramírez,2,2022,36139.46
272,Rosa Flores,8,2022,41662.85
160,Raúl Ortiz,10,2023,12052.73
77,Raúl Castro,7,2023,36523.94
18,Ana Flores,2,2021,12564.2
176,José Morales,3,2023,44354.93
229,Ana Castro,10,2022,31552.02
343,Manuel López,9,2021,47861.66
217,Laura Gómez,9,2021,7078.9
160,Raúl Ortiz,3,2021,39957.14
396,Rosa Gómez,12,2022,31677.16
24,Ana González,10,2023,8538.91
324,Francisco Pérez,4,2021,44521.45
304,Pedro Díaz,4,2021,42036.9
27,Elena Castro,4,2021,49766.81
303,Jorge García,8,2023,49037.33
384,Laura Silva,12,2021,45150.9
269,Laura Ramírez,3,2022,23064.5
65,María Gómez,3,2023,28945.76
109,Jorge Silva,9,2022,15522.71
47,Manuel Ramírez,9,2022,7670.98
244,José Torres,8,2021,35845.51
234,Antonio Torres,8,2022,47371.42
396,Rosa Gómez,12,2021,27462.51
389,Rosa Castro,5,2022,8712.89
5,Raúl Silva,6,2023,34936.89
172,Rosa Silva,12,2022,24890.02
108,Carmen Cruz,7,2022,26136.52
190,Lucía Rodríguez,9,2021,7086.55
32,Juan Ramírez,2,2021,5290.25
179,Jorge Martínez,1,2021,22993.94
98,Carlos Díaz,9,2022,19987.9
177,Ana Martínez,2,2021,27674.05
310,Rosa Gutierrez,1,2023,23372.25
162,Carmen Mendoza,6,2023,23797.76
5,Raúl Silva,2,2023,44056.89
45,Luis Ortiz,2,2022,20486.9
130,Ana Ortiz,6,2022,28247.49
341,Sofía Ortiz,4,2021,44241.21
343,Manuel López,1,2023,42173.63
104,Marta García,2,2022,9264.22
324,Francisco Pérez,7,2022,46613.34
167,María Rodríguez,2,2022,42257.61
347,Carlos Gómez,2,2022,6894.83
78,Lucía Mendoza,8,2021,28706.28
95,Francisco Castro,12,2021,26648.01
229,Ana Castro,6,2023,19555.9
131,María Ortiz,11,2021,6991.39
294,Marta Sánchez,11,2023,28733.48
325,Elena Silva,10,2022,45595.02
180,Pedro Cruz,12,2021,26876.26
164,Raúl Rivera,10,2022,19917.87
71,María Castro,1,2022,39763.82
343,Manuel López,5,2022,45978.09
272,Rosa Flores,10,2023,39018.98
53,Rosa García,11,2022,13256.7
285,Sofía Martínez,1,2021,27198.35
67,Francisco Ortiz,8,2021,23776.3
225,Carlos Mendoza,1,2021,38635.13
220,Antonio Morales,11,2023,43217.09
9,Manuel Rodríguez,1,2021,17140.63
11,Francisco Silva,12,2022,22220.9
132,Jorge Morales,6,2023,43522.71
246,Juan Morales,7,2022,14604.53
242,Raúl López,10,2023,25834.05
271,Laura Díaz,9,2021,36536.98
241,Miguel Rivera,7,2023,41342.17
140,Antonio Martínez,8,2023,5754.99
53,Rosa García,3,2023,17444.93
141,Rosa Sánchez,5,2021,20128.93
101,Laura Torres,6,2021,41682.8
77,Raúl Castro,4,2023,12859.93
5,Raúl Silva,12,2022,41990.75
226,Ana Rodríguez,11,2022,33114.53
67,Francisco Ortiz,5,2023,24410.83
251,Lucía Cruz,6,2022,23782.55
279,Luis Díaz,10,2023,37944.47
295,Carmen Pérez,4,2023,18735.35
198,Carmen Castro,12,2022,46264.73
350,José Ramírez,6,2023,40441.68
174,Antonio Ortiz,7,2023,40161.59
231,Miguel Morales,6,2023,48906.32
104,Marta García,1,2022,48993.14
163,Manuel García,1,2022,17799.38
350,José Ramírez,2,2021,21138.21
220,Antonio Morales,3,2021,16399.93
316,Ana Silva,10,2023,18796.08
171,Pedro González,5,2021,49713.11
228,Jorge González,6,2022,46599.67
36,Raúl Gutierrez,7,2022,8003.0
354,Raúl Pérez,8,2021,13678.73
398,María Cruz,7,2022,12513.2
67,Francisco Ortiz,3,2023,16988.46
331,Jorge Torres,10,2022,34827.58
329,Sofía Mendoza,10,2021,38439.86
116,Antonio Díaz,12,2023,44561.69
45,Luis Ortiz,8,2022,34027.64
348,Lucía González,8,2022,48746.45
382,Rosa Rodríguez,1,2021,11703.15
230,Francisco Díaz,6,2022,33559.85
284,José Ortiz,1,2023,11959.33
43,Manuel Silva,1,2021,8795.52
310,Rosa Gutierrez,1,2023,34334.6
175,Rosa Cruz,2,2022,9809.73
262,Marta Rodríguez,2,2022,20536.63
274,Carmen Ramírez,7,2023,11570.49
161,Jorge Pérez,8,2022,33630.03
347,Carlos Gómez,10,2021,8368.42
225,Carlos Mendoza,11,2023,5920.62
190,Lucía Rodríguez,1,2022,15489.58
89,Pedro Flores,7,2023,14368.43
102,Laura Flores,8,2021,48069.3
387,Sofía Cruz,9,2023,42678.72
46,Miguel González,8,2021,21540.04
119,Luis Rodríguez,12,2023,46067.75
2,Jorge Sánchez,3,2023,30913.56
195,Manuel Martínez,2,2022,43681.28
259,Miguel Rodríguez,11,2021,43127.97
397,Sofía Castro,4,2023,25113.74
382,Rosa Rodríguez,9,2022,31931.56
136,Carmen Silva,3,2022,19067.14
95,Francisco Castro,4,2023,21699.49
328,Jorge Rodríguez,9,2022,41490.34
124,Carmen Díaz,5,2021,35314.72
79,José Castro,4,2022,19225.16
129,Miguel Sánchez,3,2021,44118.9
115,Sofía Gutierrez,5,2022,27410.11
9,Manuel Rodríguez,2,2021,24144.18
349,José Pérez,5,2022,28611.99
164,Raúl Rivera,10,2023,26333.93
292,María Sánchez,1,2023,15333.91
231,Miguel Morales,2,2021,5592.73
3,Manuel Gómez,5,2023,28323.14
310,Rosa Gutierrez,6,2021,22605.04
378,Juan Díaz,11,2021,34289.56
117,Ana Pérez,3,2023,46107.62
247,Carlos García,6,2021,6839.36
221,Ana Díaz,7,2021,17975.59
293,Pedro Mendoza,10,2021,42761.29
146,Lucía Gutierrez,8,2023,5098.33
274,Carmen Ramírez,1,2021,9248.32
266,Miguel Torres,9,2023,14132.93
296,Jorge Ramírez,12,2021,11185.33
334,Laura López,9,2022,45397.33
222,Laura Cruz,10,2023,35222.51
59,José Sánchez,2,2022,30825.14
398,María Cruz,3,2023,7435.27
367,Luis López,10,2022,20076.75
349,José Pérez,9,2021,24865.59
154,Laura Mendoza,2,2022,15545.92
208,Luis García,5,2023,38994.69
253,Manuel Ortiz,7,2023,17597.73
285,Sofía Martínez,3,2023,30126.02
344,María González,3,2021,36722.96
48,José Cruz,7,2021,15995.79
55,Ana Torres,8,2022,5755.55
361,Sofía López,9,2023,31632.69
214,Carlos González,12,2022,49935.92
83,Pedro García,10,2022,20843.0
52,Manuel Pérez,10,2022,40477.04
328,Jorge Rodríguez,6,2023,46143.97
39,Manuel Gutierrez,4,2021,12431.52
350,José Ramírez,3,2021,24405.65
94,Francisco Cruz,3,2022,17236.29
32,Juan Ramírez,11,2022,47337.25
86,Juan Castro,7,2021,28667.02
261,Elena López,5,2022,49000.64
107,Elena Gómez,12,2021,18273.99
392,Lucía López,2,2021,15381.27
33,Elena Martínez,3,2023,24230.69
299,Raúl Rodríguez,6,2021,37644.79
153,Elena Ramírez,4,2022,46080.15
123,Miguel Cruz,9,2023,22160.88
388,Pedro Rodríguez,5,2021,22967.05
294,Marta Sánchez,4,2022,13831.73
112,Miguel Gutierrez,2,2023,15642.67
69,Raúl Ramírez,10,2023,5128.67
14,Lucía Díaz,12,2021,28237.25
